Lead_ID,Lead_Source,Industry,Total_Visits,Time_Spent_Website,Page_Views,Email_Opens,Email_Clicks,Previous_Interactions,Lead_Quality_Score,Age,Annual_Income,Sales_Calls,Days_Since_Last_Activity,Estimated_Lead_Value
10534,Referral,Finance,24.0,1424.0,7.03,10.0,0,4,28.39,31,119948.0,14,63,102286.84
10535,Website,Retail,22.0,168.0,5.19,1.0,6,4,88.66,24,86072.0,3,95,101365.54
10536,LinkedIn,Finance,1.0,885.0,10.79,12.0,5,13,44.78,34,122371.0,6,81,81254.29
10537,Google,Education,4.0,846.0,2.94,13.0,6,4,97.7,58,66041.0,2,57,104491.09
10538,Google,Education,13.0,1202.0,15.28,10.0,2,14,29.43,37,148616.0,4,147,87651.99
10539,Facebook,Education,23.0,1168.0,18.22,9.0,2,6,96.66,22,78326.0,10,67,135207.77
10540,LinkedIn,Manufacturing,13.0,1116.0,15.13,2.0,10,8,27.28,28,63549.0,8,46,86472.4
10541,Website,Manufacturing,13.0,133.0,11.12,16.0,0,10,38.48,56,78096.0,4,94,68391.85
10542,Referral,IT,2.0,900.0,17.35,14.0,3,7,23.73,30,80578.0,8,138,59311.17
10543,Referral,Education,9.0,697.0,14.2,8.0,1,5,76.41,27,71390.0,0,113,84238.66
10544,Website,Retail,24.0,302.0,1.2,9.0,9,6,88.02,56,71052.0,8,93,116891.28
10545,Email,Finance,8.0,1059.0,8.49,7.0,7,8,54.73,36,68167.0,13,146,89493.81
10546,Facebook,Healthcare,7.0,1200.0,17.17,20.0,2,13,94.28,34,79587.0,4,140,114393.44
10547,Referral,Retail,4.0,213.0,7.57,12.0,6,10,67.22,36,86292.0,7,49,86399.85
10548,LinkedIn,Manufacturing,18.0,1081.0,1.67,10.0,6,5,70.4,45,117114.0,4,23,116298.79
10549,Facebook,Manufacturing,3.0,1172.0,15.18,4.0,8,0,87.63,24,100419.0,13,62,115141.32
10550,LinkedIn,Retail,28.0,322.0,16.24,5.0,5,3,43.74,49,67139.0,11,11,90326.2
10551,Google,Manufacturing,6.0,1424.0,4.05,16.0,0,7,48.34,26,142623.0,15,73,104369.3
10552,Facebook,Education,12.0,1297.0,11.21,10.0,7,6,92.48,21,112753.0,5,118,122269.66
10553,Referral,IT,12.0,1271.0,4.65,19.0,0,15,92.08,59,35707.0,7,88,126382.06
10554,Facebook,Finance,21.0,206.0,10.45,15.0,2,2,98.12,21,131392.0,1,89,98894.3
10555,Facebook,IT,28.0,1352.0,6.16,8.0,10,9,92.15,60,38140.0,2,55,131318.72
10556,Facebook,Finance,8.0,87.0,7.01,1.0,4,2,30.19,23,140149.0,10,153,68459.72
10557,Email,Finance,22.0,1322.0,17.05,4.0,7,10,85.9,21,36093.0,8,9,142064.04
10558,Facebook,IT,22.0,337.0,10.05,0.0,8,2,52.79,21,107036.0,4,12,80238.45
10559,LinkedIn,Retail,1.0,1341.0,13.73,3.0,6,11,99.26,59,86829.0,4,139,123656.67
10560,Google,Finance,4.0,1006.0,8.65,3.0,8,14,57.78,41,97043.0,8,113,101241.83
10561,Website,IT,21.0,1158.0,6.66,2.0,10,0,64.31,50,123122.0,9,166,99455.21
10562,Facebook,Finance,28.0,1281.0,12.88,8.0,2,14,62.38,52,149534.0,2,156,124069.22
10563,Referral,Healthcare,11.0,1300.0,3.94,11.0,4,9,45.74,53,30830.0,13,8,99860.72
10564,Facebook,Retail,3.0,729.0,8.09,9.0,9,0,26.0,42,55608.0,3,175,41808.31
10565,Referral,Education,13.0,791.0,4.97,1.0,7,5,91.65,50,127865.0,15,36,123599.59
10566,LinkedIn,Finance,25.0,1239.0,10.45,10.0,0,13,60.515,24,149678.0,15,125,144403.45
10567,Referral,Healthcare,17.0,281.0,18.94,9.0,7,13,31.16,43,72287.0,15,50,82349.84
10568,Website,Education,22.0,1408.0,19.91,5.0,6,0,82.14,45,115047.0,15,107,136706.42
10569,Google,Education,22.0,825.0,9.56,17.0,0,4,70.07,32,86829.0,6,9,101819.4
10570,Referral,Finance,10.0,926.0,5.8,1.0,9,3,52.73,37,109042.0,1,67,91293.4
10571,Referral,IT,21.0,239.0,9.41,1.0,9,4,40.32,35,53395.0,7,53,71653.03
10572,Google,Finance,12.0,845.0,17.1,9.0,5,6,88.78,30,134839.0,4,82,107595.0
10573,Website,Healthcare,15.0,638.0,4.91,15.0,0,5,76.02,55,137306.0,14,110,115892.53
10574,Facebook,Education,21.0,476.0,19.09,11.0,1,11,63.82,49,117662.0,0,145,90743.22
10575,Referral,Finance,10.0,489.0,7.5,0.0,4,8,68.77,32,120002.0,2,53,98658.21
10576,Google,IT,14.0,997.0,19.73,20.0,1,5,27.29,21,42970.0,14,156,72559.19
10577,LinkedIn,Finance,16.0,501.0,16.93,7.0,9,8,57.91,21,95218.0,8,114,91897.94
10578,Google,Retail,5.0,399.0,16.36,15.0,0,3,35.5,30,146487.0,4,63,59269.25
10579,LinkedIn,IT,6.0,929.0,7.04,17.0,5,0,36.67,38,139006.0,7,143,69019.17
10580,Website,Healthcare,24.0,952.0,1.17,12.0,7,0,72.9,22,101475.0,0,19,108204.42
10581,Facebook,Education,2.0,166.0,8.26,14.0,7,9,92.9,28,99362.0,13,124,109368.11
10582,Google,Finance,22.0,396.0,6.73,20.0,7,6,52.3,42,48371.0,6,86,73831.21
10583,Email,IT,17.0,941.0,1.71,11.0,10,12,36.62,42,120482.0,6,70,96346.59
10584,Referral,Retail,4.0,213.0,10.6,7.0,5,15,71.9,46,114895.0,7,47,107553.94
10585,Website,IT,14.0,1340.0,8.66,9.0,10,12,89.69,46,44266.0,2,108,122269.01
10586,Google,Manufacturing,10.0,501.0,13.06,13.0,2,12,79.87,29,128553.0,0,176,102783.79
10587,Referral,Retail,3.0,1428.0,12.8,4.0,0,2,89.5,41,44195.0,10,20,108882.73
10588,Google,Healthcare,25.0,683.0,3.29,17.0,1,1,62.92,51,135949.0,14,37,111310.27
10589,LinkedIn,Education,3.0,778.0,19.56,18.0,4,15,80.15,26,52315.0,8,130,98202.76
10590,Google,Healthcare,15.0,566.0,4.55,14.0,9,13,31.21,34,145215.0,0,36,79880.71
10591,Email,Finance,6.0,831.0,9.46,5.0,4,5,47.86,53,108804.0,10,133,77068.23
10592,Google,IT,17.0,1303.0,10.27,10.0,9,5,51.16,27,100246.0,5,64,111769.08
10593,Google,Manufacturing,12.0,949.0,16.45,20.0,0,12,60.9,44,66581.0,8,7,101607.07
10594,Email,Retail,22.0,539.0,2.89,10.0,0,6,94.33,29,70537.0,13,120,112935.57
10595,Website,Retail,20.0,659.0,9.14,19.0,8,4,89.94,31,104697.0,1,22,116411.45
10596,Google,IT,24.0,1031.0,12.94,19.0,1,7,30.76,43,122357.0,3,46,82891.98
10597,Email,Manufacturing,29.0,1126.0,5.09,20.0,6,6,33.82,22,144761.0,1,168,88574.85
10598,Referral,IT,11.0,1335.0,12.92,17.0,9,1,48.61,35,100265.0,3,110,77062.08
10599,LinkedIn,Finance,25.0,945.0,18.55,17.0,3,14,43.26,55,138984.0,1,46,96544.32
10600,LinkedIn,Healthcare,4.0,791.0,19.95,9.0,6,15,69.18,56,139451.0,11,28,134863.39
10601,Google,Retail,26.0,1063.0,1.62,1.0,7,0,92.22,48,117449.0,0,87,116823.05
10602,Website,Finance,28.0,1264.0,5.48,8.0,4,12,96.98,59,145104.0,10,35,153853.2
10603,Website,Healthcare,26.0,181.0,6.9,13.0,0,13,72.29,24,47184.0,2,129,84204.42
10604,Referral,Finance,6.0,791.0,8.58,18.0,3,8,87.05,30,48279.0,7,157,105268.88
10605,Google,Manufacturing,1.0,1248.0,5.6,9.0,9,4,62.02,26,51570.0,4,9,97356.24
10606,LinkedIn,Retail,20.0,1336.0,4.87,3.0,2,11,36.67,50,68030.0,15,9,111369.89
10607,Website,IT,23.0,493.0,19.14,5.0,9,10,61.98,55,87245.0,3,22,98387.26
10608,Google,IT,28.0,1166.0,18.45,13.0,4,4,64.41,30,80467.0,4,70,100632.84
10609,Website,Healthcare,16.0,300.0,1.89,3.0,9,11,79.4,52,144618.0,5,141,113772.23
10610,Email,Education,15.0,1216.0,7.44,14.0,9,15,37.59,23,60133.0,5,147,89930.02
10611,Website,Manufacturing,17.0,489.0,8.7,15.0,5,9,49.46,46,103731.0,4,161,75514.96
10612,LinkedIn,Healthcare,8.0,134.0,5.54,6.0,1,3,49.12,35,68805.0,11,65,66745.38
10613,Facebook,Education,28.0,1335.0,12.95,16.0,6,1,96.76,37,68998.0,10,140,124987.26
10615,Referral,Manufacturing,12.0,380.0,17.16,18.0,0,1,80.41,38,106088.0,5,17,95114.03
10616,LinkedIn,Finance,27.0,463.0,15.08,16.0,9,11,80.06,39,93264.0,8,68,124072.8
10617,Website,Retail,22.0,881.0,11.31,5.0,2,6,41.24,32,140603.0,4,29,91384.92
10618,Google,Manufacturing,21.0,169.0,13.42,10.0,8,10,65.75,44,73245.0,12,135,97452.73
10619,Website,Education,10.0,1185.0,6.21,15.0,9,8,91.54,25,48557.0,5,44,125414.5
10620,LinkedIn,Retail,27.0,116.0,12.27,7.0,10,8,58.02,44,95474.0,3,133,87012.69
10621,Referral,IT,15.0,212.0,10.3,10.0,10,10,95.61,47,121738.0,12,134,121769.54
10623,Referral,Healthcare,9.0,158.0,5.61,18.0,10,0,25.93,35,116228.0,12,174,47318.18
10624,Google,IT,2.0,1299.0,6.54,9.0,5,15,91.32,58,110513.0,11,54,139672.19
10625,Referral,IT,5.0,699.0,18.56,8.0,3,12,87.81,54,90074.0,5,46,117914.01
10626,Referral,Healthcare,6.0,1431.0,5.38,3.0,7,5,99.41,47,83204.0,10,138,123270.18
10627,Facebook,Manufacturing,7.0,178.0,6.5,14.0,4,4,74.35,40,123597.0,10,4,93595.4
10628,Facebook,IT,21.0,1014.0,8.02,12.0,6,3,94.94,52,117800.0,4,153,115953.74
10629,Email,Education,25.0,881.0,13.61,1.0,8,15,86.16,24,50575.0,3,91,124816.4
10630,Facebook,Retail,1.0,1486.0,3.25,1.0,4,11,87.55,25,105263.0,4,61,119660.71
10631,Referral,IT,23.0,657.0,19.12,15.0,10,5,65.53,28,101024.0,6,166,95837.77
10632,LinkedIn,Education,26.0,475.0,17.45,8.0,4,5,50.59,42,45069.0,0,160,67198.13
10633,Referral,Finance,7.0,913.0,11.97,12.0,3,15,94.76,27,49400.0,15,151,123817.64
10634,LinkedIn,Education,20.0,323.0,13.81,2.0,5,15,54.57,42,49146.0,13,111,97287.65
10635,LinkedIn,Retail,16.0,1196.0,1.32,8.0,1,13,63.11,50,31846.0,14,37,118488.33
10636,Facebook,Education,30.0,279.0,7.44,12.0,2,5,55.69,57,65352.0,15,3,99998.94
10637,Website,Healthcare,12.0,907.0,16.12,20.0,0,1,65.19,36,48694.0,0,13,72013.34
10638,Google,Retail,16.0,977.0,2.47,10.0,1,14,57.64,35,46740.0,10,162,98493.39
10639,Facebook,Manufacturing,16.0,1004.0,6.36,7.0,1,13,23.84,25,74438.0,12,88,82788.22
10640,Facebook,Finance,11.0,1355.0,12.12,8.0,7,15,90.56,23,55996.0,0,76,130171.31
10641,Website,Healthcare,21.0,1078.0,5.87,10.0,7,6,55.55,43,88874.0,1,8,103363.88
10642,Google,Manufacturing,4.0,818.0,18.75,1.0,1,13,67.12,30,122661.0,8,83,101856.14
10643,Referral,Education,13.0,1013.0,3.49,5.0,5,3,31.14,25,131945.0,12,9,84108.33
10644,Email,Retail,7.0,918.0,16.15,7.0,4,12,20.27,43,84682.0,15,156,65392.91
10645,Email,Finance,4.0,919.0,10.65,4.0,2,14,39.62,35,69200.0,4,78,80657.57
10646,Referral,Healthcare,15.0,99.0,15.26,8.0,4,11,76.37,38,47970.0,13,124,99654.37
10647,Facebook,Manufacturing,19.0,654.0,6.9,0.0,4,8,27.94,45,35895.0,8,146,69901.7
10648,Google,Manufacturing,9.0,904.0,10.78,8.0,4,15,92.71,28,63071.0,12,42,134918.14
10649,Facebook,Finance,11.0,1165.0,17.28,9.0,2,9,37.2,51,77268.0,4,41,79982.07
10650,LinkedIn,Education,8.0,1417.0,9.87,3.0,2,1,36.37,41,47258.0,14,161,63305.58
10651,Facebook,Finance,1.0,1356.0,7.83,2.0,3,4,34.52,22,86829.0,13,89,86189.14
10652,Facebook,Manufacturing,23.0,500.0,11.19,9.0,6,13,21.12,42,121177.0,6,77,74442.79
10653,Referral,IT,25.0,120.0,14.63,14.0,1,3,81.74,28,82300.0,13,54,105154.64
10654,Referral,Healthcare,24.0,559.0,9.43,10.0,9,8,90.0,43,86915.0,13,164,125326.3
10655,Referral,Finance,8.0,690.0,18.84,13.0,3,3,69.13,52,33444.0,15,97,88426.38
10656,Email,Manufacturing,13.0,768.0,6.6,5.0,3,7,35.06,28,86829.0,14,98,79480.39
10657,LinkedIn,Education,22.0,755.0,10.03,11.0,0,7,42.82,24,101064.0,5,56,82829.38
10658,Referral,Manufacturing,27.0,901.0,15.38,12.0,9,5,58.07,50,140923.0,1,100,93919.95
10659,Google,Education,4.0,221.0,14.09,16.0,7,5,96.35,39,91535.0,15,145,103555.6
10660,Email,Finance,8.0,1295.0,17.41,15.0,0,15,39.79,43,28760.0,2,10,78197.56
10661,Website,Education,3.0,167.0,19.94,2.0,7,10,78.53,38,61884.0,4,44,89871.76
10662,Google,Retail,29.0,374.0,9.11,1.0,6,7,55.16,49,127715.0,3,130,86557.59
10663,Google,Retail,9.0,1233.0,3.11,10.0,8,11,43.83,43,112477.0,13,142,98441.05
10664,Referral,Retail,29.0,1038.0,1.58,8.0,7,12,56.47,53,51022.0,10,169,104163.3
10665,Website,IT,2.0,532.0,14.81,2.0,4,11,25.7,38,79504.0,5,130,64281.07
10666,Website,Finance,2.0,232.0,17.61,17.0,7,9,83.89,53,68130.0,7,19,103917.67
10667,Email,Manufacturing,28.0,602.0,5.19,19.0,10,8,39.46,27,68881.0,7,80,89182.0
10668,Website,Manufacturing,13.0,221.0,4.01,14.0,9,14,78.03,48,87399.0,2,89,103337.73
10669,LinkedIn,IT,15.0,791.0,2.18,13.0,2,4,25.47,21,61451.0,3,1,54428.34
10670,Referral,Education,28.0,1290.0,16.63,1.0,9,10,96.41,59,76413.0,15,130,151071.52
10671,Website,IT,23.0,340.0,6.92,16.0,6,0,35.44,54,117057.0,0,27,63512.34
10672,Email,Education,12.0,578.0,8.63,7.0,3,0,90.62,59,87278.0,1,2,100234.82
10673,LinkedIn,Education,26.0,85.0,10.55,9.0,4,14,84.76,39,138286.0,12,179,114044.8
10674,Facebook,Healthcare,4.0,472.0,16.95,17.0,8,1,97.43,51,86829.0,8,138,96232.82
10675,Facebook,Manufacturing,26.0,1290.0,13.37,10.0,6,9,58.23,33,59621.0,14,19,122900.62
10676,LinkedIn,Retail,8.0,899.0,12.69,7.0,3,9,78.19,44,86829.0,11,141,115009.81
10677,Email,Education,9.0,1250.0,4.34,7.0,5,4,49.66,25,148479.0,9,176,87975.94
10678,LinkedIn,Healthcare,23.0,614.0,10.75,2.0,9,3,34.75,43,38079.0,9,114,69042.44
10679,Referral,Manufacturing,5.0,781.0,14.59,2.0,10,0,55.45,39,31895.0,1,56,67444.2
10680,Referral,Retail,24.0,389.0,19.49,11.0,6,3,33.26,21,118515.0,11,178,70025.27
10681,Facebook,Education,20.0,848.0,4.83,16.0,9,3,98.56,53,77142.0,5,95,119881.28
10682,Website,Education,18.0,59.0,1.18,3.0,8,9,27.7,53,136239.0,13,173,73842.63
10683,Email,IT,11.0,137.0,2.43,16.0,3,3,67.14,52,37552.0,15,167,73227.25
10684,Facebook,IT,15.0,873.0,10.45,13.0,9,0,70.12,48,117930.0,6,149,97596.61
10685,Website,Manufacturing,28.0,746.0,16.59,10.0,2,8,63.05,57,73821.0,5,57,102234.15
10686,Website,Retail,22.0,920.0,1.14,8.0,7,13,72.97,32,122812.0,7,102,125007.98
10687,Referral,Education,9.0,989.0,9.68,20.0,0,2,29.29,29,58630.0,8,169,53522.11
10688,Google,Manufacturing,17.0,1498.0,7.26,11.0,8,12,64.4,31,95063.0,7,70,126445.94
10689,Google,Manufacturing,27.0,922.0,2.0,4.0,0,3,42.98,53,37247.0,4,82,76902.28
10690,LinkedIn,Finance,26.0,1491.0,9.55,10.0,1,4,95.21,39,42603.0,7,49,131736.17
10691,Referral,IT,12.0,761.0,5.84,19.0,7,12,80.97,54,127099.0,9,172,112490.78
10692,Website,Retail,16.0,635.0,7.69,2.0,8,12,97.8,27,70564.0,14,163,123303.22
10693,Email,Education,10.0,486.0,14.41,20.0,6,6,23.0,51,136038.0,14,91,75777.86
10694,Google,Manufacturing,25.0,644.0,10.91,14.0,2,15,42.81,22,25527.0,9,5,91883.09
10695,Website,Education,26.0,727.0,3.37,13.0,6,5,35.63,39,81521.0,8,179,81263.79
10696,Google,Finance,25.0,703.0,19.27,10.0,5,4,20.89,58,93458.0,15,57,93887.74
10697,Google,Retail,10.0,1300.0,13.08,19.0,1,7,39.39,52,30849.0,13,92,80057.79
10698,Google,Manufacturing,27.0,572.0,15.55,7.0,2,15,74.3,30,120836.0,7,36,121060.49
10699,Email,Education,13.0,886.0,2.51,3.0,10,13,38.49,28,118316.0,1,138,81996.31
10700,Referral,IT,19.0,926.0,1.89,11.0,9,0,60.72,46,75314.0,1,178,74726.65
10701,Email,Finance,11.0,1492.0,1.37,7.0,9,6,91.03,50,70724.0,11,165,121970.57
10702,Facebook,Retail,13.0,307.0,4.59,10.0,4,11,75.5,31,118676.0,2,112,99064.65
10703,Website,Finance,21.0,581.0,8.87,14.0,9,5,51.57,40,42230.0,6,148,78865.54
10704,Referral,IT,8.0,140.0,18.78,11.0,3,10,49.8,40,117229.0,8,13,92543.05
10705,Referral,Retail,8.0,414.0,9.68,15.0,1,15,56.46,29,97495.0,7,122,83615.13
10706,Referral,Finance,4.0,790.0,6.51,15.0,3,4,34.16,28,126390.0,8,109,70752.38
10707,Referral,Healthcare,15.0,1244.0,11.68,20.0,7,15,70.72,35,67730.0,5,147,107744.28
10708,Email,IT,28.0,723.0,3.13,19.0,4,6,49.13,54,110203.0,0,92,86173.54
10709,Referral,IT,11.0,1479.0,12.58,19.0,4,2,88.19,44,116937.0,13,102,128172.64
10710,LinkedIn,IT,11.0,434.0,11.8,3.0,9,0,80.52,53,138723.0,15,56,105124.38
10711,Website,Healthcare,1.0,1388.0,16.05,10.0,2,8,68.84,60,28323.0,11,45,98708.43
10712,Referral,Healthcare,17.0,1262.0,19.75,12.0,7,1,49.14,47,25445.0,15,60,99679.09
10713,Website,Education,15.0,51.0,5.77,8.0,5,12,36.79,41,107945.0,3,54,73976.4
10714,LinkedIn,Manufacturing,20.0,707.0,10.68,3.0,1,9,82.09,25,34963.0,12,37,109006.87
10715,LinkedIn,Finance,6.0,640.0,18.27,11.0,1,14,58.91,55,75511.0,5,37,88433.99
10716,Website,Education,24.0,1261.0,15.92,8.0,8,2,37.98,41,147898.0,14,14,102048.5
10717,Google,Finance,22.0,37.0,10.26,12.0,6,7,35.61,24,145801.0,11,95,81073.65
10718,Facebook,Manufacturing,16.0,731.0,18.96,15.0,9,11,33.23,36,148440.0,15,172,107543.15
10719,Google,Healthcare,25.0,558.0,10.45,5.0,8,9,82.17,51,40437.0,5,102,114471.74
10720,Google,Manufacturing,15.0,631.0,18.69,9.0,5,8,38.32,46,41855.0,14,42,90400.91
10721,Email,Healthcare,9.0,686.0,1.96,12.0,4,12,62.13,55,106947.0,7,1,107014.0
10722,Google,Manufacturing,14.0,195.0,11.4,6.0,0,15,56.12,26,148439.0,14,23,111378.6
10723,Referral,Education,18.0,878.0,17.92,18.0,5,2,66.37,53,35847.0,15,28,104872.96
10724,Email,Retail,26.0,525.0,5.99,18.0,5,5,90.17,41,28236.0,0,132,94948.9
10725,Email,Education,17.0,619.0,9.97,16.0,2,6,89.42,36,86897.0,12,169,114626.41
10726,LinkedIn,Finance,18.0,458.0,7.16,12.0,2,14,56.09,59,148824.0,10,18,111123.95
10727,Google,Education,5.0,803.0,19.09,12.0,2,0,21.23,54,143636.0,1,49,45802.75
10728,LinkedIn,IT,20.0,192.0,16.65,20.0,2,13,54.12,35,38487.0,1,47,82973.04
10729,Website,Finance,20.0,395.0,14.47,1.0,6,6,68.5,26,102384.0,12,115,101556.75
10730,Facebook,Manufacturing,9.0,1292.0,12.16,9.0,9,3,64.62,22,87423.0,5,39,101108.69
10731,Email,Finance,11.0,101.0,16.59,12.0,10,15,72.11,44,38155.0,13,6,114048.67
10732,Website,Retail,24.0,1498.0,8.45,8.0,1,4,32.33,48,36255.0,13,53,95003.89
10733,Website,Healthcare,22.0,684.0,9.5,0.0,9,7,71.72,21,145860.0,10,25,120813.24
10734,Referral,Manufacturing,1.0,298.0,14.87,13.0,9,3,34.61,21,26979.0,6,99,48451.58
10735,Facebook,Finance,18.0,444.0,10.45,15.0,1,14,80.04,48,46305.0,1,65,94488.67
10736,Website,Manufacturing,6.0,1298.0,2.21,19.0,2,3,47.13,56,99543.0,4,133,72491.41
10737,Website,Manufacturing,27.0,1045.0,2.41,14.0,9,7,76.79,40,60094.0,5,8,110016.88
10738,Facebook,Manufacturing,2.0,704.0,3.19,0.0,6,14,23.83,28,60098.0,3,39,59581.8
10739,Facebook,Healthcare,15.0,1113.0,17.52,16.0,2,4,52.63,21,114566.0,0,111,81922.76
10740,Website,Education,29.0,35.0,9.97,12.0,6,12,76.4,46,58770.0,2,43,89822.6
10741,Facebook,Manufacturing,26.0,1011.0,14.54,14.0,8,5,38.15,45,34734.0,15,82,88937.74
10742,Website,IT,21.0,599.0,8.47,15.0,10,11,83.62,30,96984.0,13,123,129195.81
10743,Website,Retail,14.0,436.0,5.92,15.0,9,10,70.46,32,64605.0,9,133,91927.24
10744,Referral,Healthcare,5.0,791.0,7.6,1.0,10,13,67.0,27,102932.0,8,4,122234.29
10745,Google,Finance,6.0,55.0,16.09,16.0,3,4,48.28,32,80619.0,12,108,58780.14
10746,Website,Healthcare,6.0,1058.0,12.88,10.0,6,0,58.6,60,149109.0,5,93,92659.55
10747,LinkedIn,Finance,30.0,1015.0,18.82,7.0,8,6,67.79,37,52881.0,1,129,99782.83
10748,Email,Healthcare,22.0,419.0,13.91,19.0,7,5,57.8,25,88401.0,8,94,87660.59
10749,Google,Finance,30.0,739.0,11.83,2.0,7,1,75.87,34,56177.0,3,56,92271.99
10750,Google,Manufacturing,18.0,600.0,12.59,11.0,8,10,54.7,54,65122.0,10,173,85942.25
10751,Google,Education,14.0,783.0,18.91,19.0,4,6,36.18,37,137555.0,12,3,97377.94
10752,Referral,Finance,10.0,175.0,15.98,15.0,4,5,37.11,55,60297.0,7,22,70577.91
10753,Website,Finance,14.0,1441.0,1.46,13.0,2,4,20.46,21,136513.0,9,56,82274.9
10754,Referral,IT,13.0,814.0,11.15,15.0,4,7,44.08,56,141118.0,6,18,92501.79
10755,Website,Finance,30.0,1302.0,14.08,20.0,7,4,79.91,35,61680.0,11,153,119886.01
10756,Referral,IT,3.0,555.0,15.23,16.0,4,10,83.53,39,108452.0,10,176,106477.02
10757,Referral,Retail,30.0,42.0,5.05,10.0,3,1,36.2,25,76044.0,2,116,55558.31
10758,Email,Manufacturing,6.0,932.0,17.48,16.0,7,5,96.72,39,121775.0,14,84,133894.78
10759,LinkedIn,IT,29.0,413.0,19.16,18.0,6,15,60.19,59,69084.0,7,159,100404.02
10760,Referral,Education,8.0,585.0,5.5,0.0,5,13,93.36,25,59189.0,3,30,113737.75
10761,Email,Manufacturing,12.0,916.0,17.77,11.0,4,11,76.54,32,38510.0,1,80,93396.05
10762,Facebook,IT,13.0,1452.0,2.84,10.0,4,0,77.79,39,115502.0,10,66,126240.92
10763,LinkedIn,Manufacturing,11.0,48.0,2.06,17.0,9,4,26.8,32,47152.0,4,10,60528.94
10764,Referral,Manufacturing,12.0,604.0,3.46,13.0,1,13,37.6,56,109738.0,0,59,83874.44
10765,Google,Manufacturing,1.0,780.0,2.1,0.0,3,5,20.71,32,51445.0,12,51,53933.15
10766,Facebook,Retail,17.0,1033.0,17.06,12.0,7,14,77.29,38,101688.0,7,123,122397.7
10767,Facebook,Education,16.0,448.0,2.12,14.0,7,6,47.56,54,96153.0,13,137,82264.45
10768,Email,Healthcare,11.0,1390.0,6.16,6.0,10,13,82.93,53,26195.0,7,54,127740.88
10769,Facebook,Healthcare,13.0,448.0,2.97,14.0,0,1,47.11,38,129533.0,2,81,68369.96
10770,LinkedIn,IT,18.0,151.0,6.61,19.0,1,0,85.55,49,84949.0,0,137,77573.94
10771,Referral,Manufacturing,11.0,461.0,2.72,9.0,4,5,30.46,25,50433.0,3,9,58773.17
10772,Referral,IT,28.0,73.0,13.69,13.0,8,2,33.87,45,30305.0,8,101,72188.06
10773,Google,Retail,12.0,1370.0,3.53,5.0,9,4,47.27,44,83860.0,15,152,98343.29
10774,Email,Retail,6.0,410.0,17.19,13.0,10,11,52.68,49,98613.0,8,39,82657.97
10775,Google,Finance,9.0,174.0,16.53,11.0,10,14,47.9,58,73648.0,14,136,84257.08
10776,Facebook,Retail,16.0,1380.0,1.26,10.0,6,10,81.09,53,88090.0,0,153,106805.09
10777,Google,Finance,4.0,392.0,18.02,19.0,9,12,27.76,30,121921.0,10,110,69079.57
10778,LinkedIn,Education,3.0,1103.0,10.45,18.0,4,15,48.1,57,67113.0,14,66,103339.62
10779,Referral,IT,28.0,1118.0,5.55,1.0,0,14,86.98,53,140530.0,15,10,157682.71
10780,Facebook,Education,16.0,384.0,1.62,19.0,5,1,25.34,43,128504.0,15,117,65916.77
10781,Google,Retail,24.0,829.0,7.38,0.0,7,14,95.39,31,145609.0,15,152,144830.0
10782,Email,Education,27.0,1217.0,10.76,7.0,6,0,98.91,44,67642.0,6,83,124628.33
10783,LinkedIn,Education,26.0,1194.0,16.14,13.0,1,0,27.09,44,58062.0,5,159,70333.91
10784,LinkedIn,Education,30.0,855.0,7.42,8.0,4,12,43.3,27,96633.0,13,139,107219.55
10785,Google,Retail,25.0,1181.0,14.4,1.0,10,10,49.79,41,129716.0,6,134,112453.15
10786,Referral,Manufacturing,12.0,427.0,4.56,4.0,3,3,82.11,40,66604.0,6,70,88911.22
10787,Google,Education,11.0,909.0,15.26,7.0,8,9,67.67,30,135129.0,7,160,97104.81
10788,Facebook,Finance,5.0,492.0,5.48,15.0,9,12,71.55,45,31678.0,15,39,112709.51
10789,Google,Retail,25.0,837.0,3.73,15.0,0,15,80.6,56,57121.0,7,176,119045.65
10790,LinkedIn,Education,18.0,216.0,4.52,12.0,5,1,29.44,35,73503.0,9,13,57471.8
10791,Google,Manufacturing,19.0,761.0,4.46,19.0,2,0,86.66,60,86829.0,13,59,127909.49
10792,Referral,Retail,23.0,1243.0,10.74,14.0,10,5,76.45,60,96279.0,10,67,128055.43
10793,Email,Healthcare,23.0,1441.0,17.05,0.0,8,13,66.19,26,41494.0,1,41,117377.06
10794,Website,Manufacturing,6.0,458.0,2.51,2.0,4,3,91.18,57,132079.0,11,35,108188.99
10795,Google,Finance,22.0,887.0,14.43,5.0,5,9,76.02,22,69185.0,11,166,103115.79
10796,Referral,Education,18.0,1337.0,13.43,13.0,10,12,36.14,32,34678.0,11,81,88958.25
10797,Referral,Healthcare,26.0,266.0,17.58,3.0,8,11,54.38,24,62632.0,3,34,97088.54
10798,Email,Healthcare,6.0,1247.0,5.64,17.0,8,14,59.52,43,71235.0,3,76,101305.89
10799,LinkedIn,Retail,4.0,1340.0,9.55,14.0,7,6,24.42,33,26648.0,12,70,75785.28
10800,Referral,Healthcare,12.0,791.0,18.59,8.0,8,15,96.37,37,106213.0,14,11,152123.59
10801,Referral,Finance,19.0,787.0,13.54,17.0,3,10,30.29,51,139222.0,10,112,85734.54
10802,Referral,Finance,29.0,165.0,10.45,2.0,5,5,75.8,36,113301.0,9,27,119718.72
